category,forecast_date,predicted_sold_per_month
Large Household Appliances,2026-03-01,1070743.48
Large Household Appliances,2026-04-01,1655833.53
Large Household Appliances,2026-05-01,1907920.48
Large Household Appliances,2026-06-01,2731259.51
Large Household Appliances,2026-07-01,1900744.61
Large Household Appliances,2026-08-01,1908330.41
Large Household Appliances,2026-09-01,1543624.52
Large Household Appliances,2026-10-01,1385677.32
Large Household Appliances,2026-11-01,1182440.15
Lens Accessories,2025-12-01,122.23
Lens Accessories,2026-01-01,125.81
Lens Accessories,2026-02-01,3237.85
Lens Accessories,2026-03-01,138.79
Lens Accessories,2026-04-01,142.22
Lens Accessories,2026-05-01,116.55
Lens Accessories,2026-06-01,0.0
Lens Accessories,2026-07-01,0.0
Lens Accessories,2026-08-01,0.0
Lens Accessories,2026-09-01,0.0
Lens Accessories,2026-10-01,0.0
Lens Accessories,2026-11-01,0.0
Lenses,2025-12-01,489.22
Lenses,2026-01-01,0.0
Lenses,2026-02-01,0.0
Lenses,2026-03-01,0.0
Lenses,2026-04-01,0.0
Lenses,2026-05-01,0.0
Lenses,2026-06-01,0.0
Lenses,2026-07-01,571.25
Lenses,2026-08-01,25.05
Lenses,2026-09-01,0.0
Lenses,2026-10-01,75.36
Lenses,2026-11-01,0.0
Letters & Envelopes,2025-12-01,174206.69
Letters & Envelopes,2026-01-01,108331.15
Letters & Envelopes,2026-02-01,107920.5
Letters & Envelopes,2026-03-01,160135.53
Letters & Envelopes,2026-04-01,172353.43
Letters & Envelopes,2026-05-01,190070.14
Letters & Envelopes,2026-06-01,202014.92
Letters & Envelopes,2026-07-01,160138.62
Letters & Envelopes,2026-08-01,166452.63
Letters & Envelopes,2026-09-01,173385.52
Letters & Envelopes,2026-10-01,162419.18
Letters & Envelopes,2026-11-01,172083.48
Lighting,2025-12-01,101953480.18
Lighting,2026-01-01,225374322.55
Lighting,2026-02-01,503986721.24
Lighting,2026-03-01,1126351762.29
Lighting,2026-04-01,2533616764.65
Lighting,2026-05-01,5684263126.76
Lighting,2026-06-01,12753512293.62
Lighting,2026-07-01,28606088766.33
Lighting,2026-08-01,64189251676.59
Lighting,2026-09-01,144011192460.62
Lighting,2026-10-01,323074395704.8
Lighting,2026-11-01,724873013526.28
Lingerie & Underwear,2025-12-01,2019708.33
Lingerie & Underwear,2026-01-01,2069382.12
Lingerie & Underwear,2026-02-01,1925605.88
Lingerie & Underwear,2026-03-01,2482509.39
Lingerie & Underwear,2026-04-01,2637578.44
Lingerie & Underwear,2026-05-01,3020691.57
Lingerie & Underwear,2026-06-01,4141915.53
Lingerie & Underwear,2026-07-01,2807270.47
Lingerie & Underwear,2026-08-01,2382316.38
Lingerie & Underwear,2026-09-01,4293399.83
Lingerie & Underwear,2026-10-01,2100238.56
Lingerie & Underwear,2026-11-01,2439187.87
Litter & Toilet,2025-12-01,55184230751.31
Litter & Toilet,2026-01-01,5285779656230.19
Litter & Toilet,2026-02-01,506290817193609.5
Litter & Toilet,2026-03-01,4.849433730141123e+16
Litter & Toilet,2026-04-01,4.64496029959355e+18
Litter & Toilet,2026-05-01,4.449108367007903e+20
Litter & Toilet,2026-06-01,4.261514412319538e+22
Litter & Toilet,2026-07-01,4.08183024290331e+24
Litter & Toilet,2026-08-01,3.9097223474627034e+26
Litter & Toilet,2026-09-01,3.74487127700263e+28
Litter & Toilet,2026-10-01,3.586971051901044e+30
Litter & Toilet,2026-11-01,3.4357285939809994e+32
Loafers & Boat Shoes,2025-12-01,5656.35
Loafers & Boat Shoes,2026-01-01,8747.08
Loafers & Boat Shoes,2026-02-01,9259.34
Loafers & Boat Shoes,2026-03-01,9594.06
Loafers & Boat Shoes,2026-04-01,9140.66
Loafers & Boat Shoes,2026-05-01,13831.01
Loafers & Boat Shoes,2026-06-01,45135.61
Loafers & Boat Shoes,2026-07-01,12524.06
Loafers & Boat Shoes,2026-08-01,13059.56
Loafers & Boat Shoes,2026-09-01,9670.19
Loafers & Boat Shoes,2026-10-01,9599.1
Loafers & Boat Shoes,2026-11-01,11011.93
Luggage,2025-12-01,21089.3
Luggage,2026-01-01,29961.35
Luggage,2026-02-01,15363.24
Luggage,2026-03-01,20707.9
Luggage,2026-04-01,34508.31
Luggage,2026-05-01,37542.72
Luggage,2026-06-01,40882.99
Luggage,2026-07-01,38606.55
Luggage,2026-08-01,35951.67
Luggage,2026-09-01,40193.34
Luggage,2026-10-01,31789.4
Luggage,2026-11-01,24500.0
Magazines & Newspaper,2025-12-01,0.0
Magazines & Newspaper,2026-01-01,0.0
Magazines & Newspaper,2026-02-01,0.0
Magazines & Newspaper,2026-03-01,0.0
Magazines & Newspaper,2026-04-01,0.0
Magazines & Newspaper,2026-05-01,0.0
Magazines & Newspaper,2026-06-01,0.0
Magazines & Newspaper,2026-07-01,0.0
Magazines & Newspaper,2026-08-01,298.49
Magazines & Newspaper,2026-09-01,1019.57
Magazines & Newspaper,2026-10-01,330.21
Magazines & Newspaper,2026-11-01,339.37
Makeup,2025-12-01,0.0
Makeup,2026-01-01,2692571.35
Makeup,2026-02-01,5440792.76
Makeup,2026-03-01,23465960.22
Makeup,2026-04-01,19043527.68
Makeup,2026-05-01,11995153.49
Makeup,2026-06-01,0.0
Makeup,2026-07-01,0.0
Makeup,2026-08-01,8974290.45
Makeup,2026-09-01,0.0
Makeup,2026-10-01,30244069.09
Makeup,2026-11-01,18335650.66
Maternity Accessories,2025-12-01,22799.8
Maternity Accessories,2026-01-01,0.0
Maternity Accessories,2026-02-01,31821.69
Maternity Accessories,2026-03-01,0.0
Maternity Accessories,2026-04-01,45542.15
Maternity Accessories,2026-05-01,0.0
Maternity Accessories,2026-06-01,76198.06
Maternity Accessories,2026-07-01,0.0
Maternity Accessories,2026-08-01,105478.11
Maternity Accessories,2026-09-01,0.0
Maternity Accessories,2026-10-01,161910.13
Maternity Accessories,2026-11-01,0.0
Maternity Healthcare,2025-12-01,8069.26
Maternity Healthcare,2026-01-01,7287.7
Maternity Healthcare,2026-02-01,17863.26
Maternity Healthcare,2026-03-01,8529.5
Maternity Healthcare,2026-04-01,26814.83
Maternity Healthcare,2026-05-01,23017.4
Maternity Healthcare,2026-06-01,23761.97
Maternity Healthcare,2026-07-01,15016.9
Maternity Healthcare,2026-08-01,21189.28
Maternity Healthcare,2026-09-01,57184.67
Maternity Healthcare,2026-10-01,35596.69
Maternity Healthcare,2026-11-01,17348.83
Maternity Wear,2025-12-01,0.0
Maternity Wear,2026-01-01,0.0
Maternity Wear,2026-02-01,0.0
Maternity Wear,2026-03-01,10909.28
Maternity Wear,2026-04-01,91167.17
Maternity Wear,2026-05-01,342036.93
Maternity Wear,2026-06-01,626112.99
Maternity Wear,2026-07-01,100353.67
Maternity Wear,2026-08-01,123091.17
Maternity Wear,2026-09-01,2137319.38
Maternity Wear,2026-10-01,51006.43
Maternity Wear,2026-11-01,0.0
Media Players,2025-12-01,3107.02
Media Players,2026-01-01,646.56
Media Players,2026-02-01,1111.14
Media Players,2026-03-01,1102.64
Media Players,2026-04-01,3603.49
Media Players,2026-05-01,5224.56
Media Players,2026-06-01,1446.73
Media Players,2026-07-01,2579.99
Media Players,2026-08-01,1657.37
Media Players,2026-09-01,24489.53
Media Players,2026-10-01,3424.19
Media Players,2026-11-01,8030.38
Medical Supplies,2025-12-01,12285090.85
Medical Supplies,2026-01-01,17301215.41
Medical Supplies,2026-02-01,13918138.2
Medical Supplies,2026-03-01,16989228.73
Medical Supplies,2026-04-01,14835882.52
Medical Supplies,2026-05-01,19096363.69
Medical Supplies,2026-06-01,17644986.55
Medical Supplies,2026-07-01,18902355.74
Medical Supplies,2026-08-01,16765529.0
Medical Supplies,2026-09-01,27975558.28
Medical Supplies,2026-10-01,22044888.46
Medical Supplies,2026-11-01,29661416.74
Men Muslim Wear,2025-12-01,4096.5
Men Muslim Wear,2026-01-01,3842.98
Men Muslim Wear,2026-02-01,3946.86
Men Muslim Wear,2026-03-01,3984.67
Men Muslim Wear,2026-04-01,4017.58
Men Muslim Wear,2026-05-01,4041.69
Men Muslim Wear,2026-06-01,4060.43
Men Muslim Wear,2026-07-01,4075.37
Men Muslim Wear,2026-08-01,4087.68
Men Muslim Wear,2026-09-01,26608.98
Men Muslim Wear,2026-10-01,3701.03
Men Muslim Wear,2026-11-01,3766.28
Men Watches,2025-12-01,106386.27
Men Watches,2026-01-01,47382.05
Men Watches,2026-02-01,32976.35
Men Watches,2026-03-01,31975.09
Men Watches,2026-04-01,61854.8
Men Watches,2026-05-01,92555.74
Men Watches,2026-06-01,217019.37
Men Watches,2026-07-01,104619.48
Men Watches,2026-08-01,104107.52
Men Watches,2026-09-01,851460.4
Men Watches,2026-10-01,52549.44
Men Watches,2026-11-01,62838.25
Men's Care,2025-12-01,1479444.07
Men's Care,2026-01-01,1613021.49
Men's Care,2026-02-01,1757756.94
Men's Care,2026-03-01,1887444.14
Men's Care,2026-04-01,2171707.63
Men's Care,2026-05-01,2321045.55
Men's Care,2026-06-01,2482689.42
Men's Care,2026-07-01,2687427.35
Men's Care,2026-08-01,2849937.24
Men's Care,2026-09-01,2787109.12
Men's Care,2026-10-01,2691675.68
Men's Care,2026-11-01,2650878.64
Microphones,2025-12-01,64313.71
Microphones,2026-01-01,75399.95
Microphones,2026-02-01,113481.68
Microphones,2026-03-01,73004.09
Microphones,2026-04-01,216163.59
Microphones,2026-05-01,80001.39
Microphones,2026-06-01,100726.36
Microphones,2026-07-01,183053.31
Microphones,2026-08-01,141857.46
Microphones,2026-09-01,64960.66
Microphones,2026-10-01,56275.3
Microphones,2026-11-01,250916.0
Milk Formula & Baby Food,2025-12-01,33893.89
Milk Formula & Baby Food,2026-01-01,35701.56
Milk Formula & Baby Food,2026-02-01,38337.19
Milk Formula & Baby Food,2026-03-01,34653.12
Milk Formula & Baby Food,2026-04-01,37858.37
Milk Formula & Baby Food,2026-05-01,81471.77
Milk Formula & Baby Food,2026-06-01,63181.31
Milk Formula & Baby Food,2026-07-01,24038.61
Milk Formula & Baby Food,2026-08-01,27042.06
Milk Formula & Baby Food,2026-09-01,0.0
Milk Formula & Baby Food,2026-10-01,55897.48
Milk Formula & Baby Food,2026-11-01,88916.82
Mobile Phones,2025-12-01,65687.75
Mobile Phones,2026-01-01,52491.17
Mobile Phones,2026-02-01,59843.14
Mobile Phones,2026-03-01,116928.19
Mobile Phones,2026-04-01,92887.29
Mobile Phones,2026-05-01,106646.03
Mobile Phones,2026-06-01,99160.13
Mobile Phones,2026-07-01,116750.5
Mobile Phones,2026-08-01,157139.41
Mobile Phones,2026-09-01,89552.03
Mobile Phones,2026-10-01,109775.7
Mobile Phones,2026-11-01,84441.76
Monitors,2025-12-01,0.0
Monitors,2026-01-01,0.0
Monitors,2026-02-01,6902.25
Monitors,2026-03-01,0.0
Monitors,2026-04-01,9.56
Monitors,2026-05-01,0.0
Monitors,2026-06-01,2815.44
Monitors,2026-07-01,0.0
Monitors,2026-08-01,29616.49
Monitors,2026-09-01,5192.3
Monitors,2026-10-01,0.0
Monitors,2026-11-01,0.0
Motorcycle Accessories,2025-12-01,1168749.73
Motorcycle Accessories,2026-01-01,1060068.66
Motorcycle Accessories,2026-02-01,1062838.69
Motorcycle Accessories,2026-03-01,1326288.75
Motorcycle Accessories,2026-04-01,1547022.59
Motorcycle Accessories,2026-05-01,1502672.97
Motorcycle Accessories,2026-06-01,1400512.63
Motorcycle Accessories,2026-07-01,1656609.02
Motorcycle Accessories,2026-08-01,1656071.94
Motorcycle Accessories,2026-09-01,1683573.77
Motorcycle Accessories,2026-10-01,1690824.54
Motorcycle Accessories,2026-11-01,1622793.4
Motorcycle Helmets & Accessories,2025-12-01,410010.36
Motorcycle Helmets & Accessories,2026-01-01,66746.05
Motorcycle Helmets & Accessories,2026-02-01,498245.34
Motorcycle Helmets & Accessories,2026-03-01,0.0
Motorcycle Helmets & Accessories,2026-04-01,627179.33
Motorcycle Helmets & Accessories,2026-05-01,0.0
Motorcycle Helmets & Accessories,2026-06-01,1071129.99
Motorcycle Helmets & Accessories,2026-07-01,0.0
Motorcycle Helmets & Accessories,2026-08-01,1473973.72
Motorcycle Helmets & Accessories,2026-09-01,0.0
Motorcycle Helmets & Accessories,2026-10-01,2335142.23
Motorcycle Helmets & Accessories,2026-11-01,0.0
Motorcycle Spare Parts,2025-12-01,17902427.22
Motorcycle Spare Parts,2026-01-01,35088546.58
Motorcycle Spare Parts,2026-02-01,70586206.14
Motorcycle Spare Parts,2026-03-01,143083344.23
Motorcycle Spare Parts,2026-04-01,291372195.33
Motorcycle Spare Parts,2026-05-01,594137859.76
Motorcycle Spare Parts,2026-06-01,1214012796.1
Motorcycle Spare Parts,2026-07-01,2481659778.59
Motorcycle Spare Parts,2026-08-01,5075443122.62
Motorcycle Spare Parts,2026-09-01,10379918617.04
Motorcycle Spare Parts,2026-10-01,21227344396.84
Motorcycle Spare Parts,2026-11-01,43417802599.44
Musical Instruments & Accessories,2025-12-01,62444.53
Musical Instruments & Accessories,2026-01-01,0.0
Musical Instruments & Accessories,2026-02-01,146870.12
Musical Instruments & Accessories,2026-03-01,82626.37
Musical Instruments & Accessories,2026-04-01,148775.69
Musical Instruments & Accessories,2026-05-01,7809.66
Musical Instruments & Accessories,2026-06-01,2349.25
Musical Instruments & Accessories,2026-07-01,39527.43
Musical Instruments & Accessories,2026-08-01,147349.76
Musical Instruments & Accessories,2026-09-01,332935.91
Musical Instruments & Accessories,2026-10-01,13867.07
Musical Instruments & Accessories,2026-11-01,294666.07
Necklaces,2025-12-01,101945.89
Necklaces,2026-01-01,164885.69
Necklaces,2026-02-01,119280.48
Necklaces,2026-03-01,235347.78
Necklaces,2026-04-01,137668.56
Necklaces,2026-05-01,90512.2
Necklaces,2026-06-01,48381.26
Necklaces,2026-07-01,0.0
Necklaces,2026-08-01,0.0
Necklaces,2026-09-01,0.0
Necklaces,2026-10-01,0.0
Necklaces,2026-11-01,0.0
"Neckties, Bow Ties & Cravats",2025-12-01,14043.67
"Neckties, Bow Ties & Cravats",2026-01-01,6525.31
"Neckties, Bow Ties & Cravats",2026-02-01,17898.61
"Neckties, Bow Ties & Cravats",2026-03-01,2791.4
"Neckties, Bow Ties & Cravats",2026-04-01,16726.74
"Neckties, Bow Ties & Cravats",2026-05-01,67894.6
"Neckties, Bow Ties & Cravats",2026-06-01,21770.93
"Neckties, Bow Ties & Cravats",2026-07-01,12624.73
"Neckties, Bow Ties & Cravats",2026-08-01,17836.56
"Neckties, Bow Ties & Cravats",2026-09-01,96650.73
"Neckties, Bow Ties & Cravats",2026-10-01,23235.65
"Neckties, Bow Ties & Cravats",2026-11-01,17500.58
Needlework,2025-12-01,977174.47
Needlework,2026-01-01,1121342.9
Needlework,2026-02-01,1191723.12
Needlework,2026-03-01,856895.6
Needlework,2026-04-01,937861.85
Needlework,2026-05-01,1565245.47
Needlework,2026-06-01,2452798.99
Needlework,2026-07-01,912820.13
Needlework,2026-08-01,867250.97
Needlework,2026-09-01,961607.08
Needlework,2026-10-01,974855.64
Needlework,2026-11-01,1032258.88
Network Components,2025-12-01,222452.35
Network Components,2026-01-01,138347.29
Network Components,2026-02-01,137628.71
Network Components,2026-03-01,243598.14
Network Components,2026-04-01,306631.91
Network Components,2026-05-01,343102.67
Network Components,2026-06-01,166188.53
Network Components,2026-07-01,347446.44
Network Components,2026-08-01,255158.13
Network Components,2026-09-01,210717.62
Network Components,2026-10-01,276742.74
Network Components,2026-11-01,394468.5
Notebooks & Papers,2025-12-01,2863871.47
Notebooks & Papers,2026-01-01,1146925.78
Notebooks & Papers,2026-02-01,0.0
Notebooks & Papers,2026-03-01,0.0
Notebooks & Papers,2026-04-01,0.0
Notebooks & Papers,2026-05-01,0.0
Notebooks & Papers,2026-06-01,0.0
Notebooks & Papers,2026-07-01,0.0
Notebooks & Papers,2026-08-01,0.0
Notebooks & Papers,2026-09-01,0.0
Notebooks & Papers,2026-10-01,0.0
Notebooks & Papers,2026-11-01,0.0
Nursery,2025-12-01,187863.58
Nursery,2026-01-01,206425.82
Nursery,2026-02-01,244831.55
Nursery,2026-03-01,245432.89
Nursery,2026-04-01,230318.99
Nursery,2026-05-01,304700.11
Nursery,2026-06-01,506322.99
Nursery,2026-07-01,312933.89
Nursery,2026-08-01,176896.88
Nursery,2026-09-01,122040.63
Nursery,2026-10-01,179405.13
Nursery,2026-11-01,971545.73
Occupational Attire,2025-12-01,516064.69
Occupational Attire,2026-01-01,0.0
Occupational Attire,2026-02-01,405007.07
Occupational Attire,2026-03-01,0.0
Occupational Attire,2026-04-01,536797.43
Occupational Attire,2026-05-01,252007.96
Occupational Attire,2026-06-01,1560903.17
Occupational Attire,2026-07-01,0.0
Occupational Attire,2026-08-01,2093486.71
Occupational Attire,2026-09-01,0.0
Occupational Attire,2026-10-01,696783.01
Occupational Attire,2026-11-01,0.0
Office Equipment,2025-12-01,5118.9
Office Equipment,2026-01-01,10289.09
Office Equipment,2026-02-01,5570.11
Office Equipment,2026-03-01,5218.68
Office Equipment,2026-04-01,4886.13
Office Equipment,2026-05-01,8723.56
Office Equipment,2026-06-01,8621.12
Office Equipment,2026-07-01,2505.56
Office Equipment,2026-08-01,1361.36
Office Equipment,2026-09-01,2581.0
Office Equipment,2026-10-01,7568.38
Office Equipment,2026-11-01,4842.82
Others,2025-12-01,816742.11
Others,2026-01-01,791322.08
Others,2026-02-01,759991.96
Others,2026-03-01,1163198.39
Others,2026-04-01,1012595.19
Others,2026-05-01,1022821.17
Others,2026-06-01,1109017.63
Others,2026-07-01,983631.95
Others,2026-08-01,1146139.8
Others,2026-09-01,1376766.25
Others,2026-10-01,1315164.97
Others,2026-11-01,1167690.88
Oxfords & Lace,2025-12-01,84821.93
Oxfords & Lace,2026-01-01,0.0
Oxfords & Lace,2026-02-01,110051.04
Oxfords & Lace,2026-03-01,0.0
Oxfords & Lace,2026-04-01,148191.04
Oxfords & Lace,2026-05-01,0.0
Oxfords & Lace,2026-06-01,216530.52
Oxfords & Lace,2026-07-01,0.0
Oxfords & Lace,2026-08-01,313960.65
Oxfords & Lace,2026-09-01,0.0
Oxfords & Lace,2026-10-01,463135.29
Oxfords & Lace,2026-11-01,0.0
Pants,2025-12-01,456516.41
Pants,2026-01-01,345316.61
Pants,2026-02-01,319893.7
Pants,2026-03-01,358006.13
Pants,2026-04-01,395040.83
Pants,2026-05-01,338945.43
Pants,2026-06-01,593165.93
Pants,2026-07-01,377757.81
Pants,2026-08-01,473457.86
Pants,2026-09-01,371617.24
Pants,2026-10-01,348718.63
Pants,2026-11-01,332780.1
Pants & Leggings,2025-12-01,808260.37
Pants & Leggings,2026-01-01,578720.99
Pants & Leggings,2026-02-01,473464.58
Pants & Leggings,2026-03-01,348054.74
Pants & Leggings,2026-04-01,476884.69
Pants & Leggings,2026-05-01,842501.13
Pants & Leggings,2026-06-01,1476374.83
Pants & Leggings,2026-07-01,479945.61
Pants & Leggings,2026-08-01,522220.69
Pants & Leggings,2026-09-01,517602.23
Pants & Leggings,2026-10-01,490484.83
Pants & Leggings,2026-11-01,496747.29
Party Supplies,2025-12-01,8811386.88
Party Supplies,2026-01-01,5094016.92
Party Supplies,2026-02-01,6529495.42
Party Supplies,2026-03-01,4273174.81
Party Supplies,2026-04-01,6532685.53
Party Supplies,2026-05-01,6518962.65
Party Supplies,2026-06-01,11723905.25
Party Supplies,2026-07-01,5204957.51
Party Supplies,2026-08-01,5863748.69
Party Supplies,2026-09-01,5128279.69
Party Supplies,2026-10-01,4553919.72
Party Supplies,2026-11-01,4499205.43
Perfumes & Fragrances,2025-12-01,136811239.49
Perfumes & Fragrances,2026-01-01,543089870.87
Perfumes & Fragrances,2026-02-01,2162092483.98
Perfumes & Fragrances,2026-03-01,8611047369.75
Perfumes & Fragrances,2026-04-01,34298104648.99
Perfumes & Fragrances,2026-05-01,136614557825.41
Perfumes & Fragrances,2026-06-01,544158918128.54
Perfumes & Fragrances,2026-07-01,2167479352657.48
Perfumes & Fragrances,2026-08-01,8633449208869.65
Perfumes & Fragrances,2026-09-01,34388536809647.1
Perfumes & Fragrances,2026-10-01,136975557265366.45
Perfumes & Fragrances,2026-11-01,545597604541900.0
Peripherals & Accessories,2025-12-01,254589.63
Peripherals & Accessories,2026-01-01,270343.49
Peripherals & Accessories,2026-02-01,207306.39
Peripherals & Accessories,2026-03-01,145335.2
Peripherals & Accessories,2026-04-01,227066.51
Peripherals & Accessories,2026-05-01,162634.92
Peripherals & Accessories,2026-06-01,327716.22
Peripherals & Accessories,2026-07-01,0.0
Peripherals & Accessories,2026-08-01,16708.16
Peripherals & Accessories,2026-09-01,694556.87
Peripherals & Accessories,2026-10-01,0.0
Peripherals & Accessories,2026-11-01,2766.69
Personal Care,2025-12-01,10395639.88
Personal Care,2026-01-01,10011564.36
Personal Care,2026-02-01,10307997.94
Personal Care,2026-03-01,10054000.67
Personal Care,2026-04-01,10585845.45
Personal Care,2026-05-01,10540582.17
Personal Care,2026-06-01,11967737.38
Personal Care,2026-07-01,10993574.19
Personal Care,2026-08-01,12174957.46
Personal Care,2026-09-01,11096556.98
Personal Care,2026-10-01,12599847.64
Personal Care,2026-11-01,16276100.65
Pet Accessories,2025-12-01,8389997.22
Pet Accessories,2026-01-01,10822306.89
Pet Accessories,2026-02-01,14023905.46
Pet Accessories,2026-03-01,18716901.51
Pet Accessories,2026-04-01,24465090.7
Pet Accessories,2026-05-01,31466475.08
Pet Accessories,2026-06-01,39589943.09
Pet Accessories,2026-07-01,51897036.54
Pet Accessories,2026-08-01,64443237.14
Pet Accessories,2026-09-01,83055332.93
Pet Accessories,2026-10-01,103322870.91
Pet Accessories,2026-11-01,131195084.48
Pet Clothing & Accessories,2025-12-01,358417.65
Pet Clothing & Accessories,2026-01-01,355252.25
Pet Clothing & Accessories,2026-02-01,406020.4
Pet Clothing & Accessories,2026-03-01,415726.26
Pet Clothing & Accessories,2026-04-01,476676.81
Pet Clothing & Accessories,2026-05-01,673077.61
Pet Clothing & Accessories,2026-06-01,595473.06
Pet Clothing & Accessories,2026-07-01,491834.24
Pet Clothing & Accessories,2026-08-01,519096.83
Pet Clothing & Accessories,2026-09-01,588124.34
Pet Clothing & Accessories,2026-10-01,515278.95
Pet Clothing & Accessories,2026-11-01,736472.57
Pet Food,2025-12-01,14696927.78
Pet Food,2026-01-01,23286046.48
Pet Food,2026-02-01,33154506.94
Pet Food,2026-03-01,49130829.55
Pet Food,2026-04-01,64959114.09
Pet Food,2026-05-01,82614220.42
Pet Food,2026-06-01,102658532.38
Pet Food,2026-07-01,127674365.58
Pet Food,2026-08-01,160599305.88
Pet Food,2026-09-01,192503362.27
Pet Food,2026-10-01,250231449.92
Pet Food,2026-11-01,306136840.95
Pet Grooming,2025-12-01,5547483.17
Pet Grooming,2026-01-01,0.0
Pet Grooming,2026-02-01,6412897.82
Pet Grooming,2026-03-01,1082707.99
Pet Grooming,2026-04-01,5762969.14
Pet Grooming,2026-05-01,1886833.23
Pet Grooming,2026-06-01,3590677.2
Pet Grooming,2026-07-01,1114774.01
Pet Grooming,2026-08-01,5571489.87
Pet Grooming,2026-09-01,0.0
Pet Grooming,2026-10-01,9169839.63
Pet Grooming,2026-11-01,4852380.2
Pet Healthcare,2025-12-01,1231825.7
Pet Healthcare,2026-01-01,1156432.19
Pet Healthcare,2026-02-01,1164930.77
Pet Healthcare,2026-03-01,1361538.85
Pet Healthcare,2026-04-01,1074815.96
Pet Healthcare,2026-05-01,724502.6
Pet Healthcare,2026-06-01,1077053.21
Pet Healthcare,2026-07-01,1253521.78
Pet Healthcare,2026-08-01,1608049.58
Pet Healthcare,2026-09-01,1613865.03
Pet Healthcare,2026-10-01,1966943.94
Pet Healthcare,2026-11-01,3783547.51
Photo Albums,2025-12-01,276502.81
Photo Albums,2026-01-01,261635.85
Photo Albums,2026-02-01,276355.87
Photo Albums,2026-03-01,288058.2
Photo Albums,2026-04-01,288540.11
Photo Albums,2026-05-01,193175.32
Photo Albums,2026-06-01,272379.95
Photo Albums,2026-07-01,271586.84
Photo Albums,2026-08-01,248435.41
Photo Albums,2026-09-01,207336.63
Photo Albums,2026-10-01,275869.35
Photo Albums,2026-11-01,213851.95
Prayer Attire & Equipment,2025-12-01,194.12
Prayer Attire & Equipment,2026-01-01,259.24
Prayer Attire & Equipment,2026-02-01,312.84
Prayer Attire & Equipment,2026-03-01,15421.92
Prayer Attire & Equipment,2026-04-01,711.74
Prayer Attire & Equipment,2026-05-01,682.52
Prayer Attire & Equipment,2026-06-01,638.55
Prayer Attire & Equipment,2026-07-01,593.34
Prayer Attire & Equipment,2026-08-01,550.77
Prayer Attire & Equipment,2026-09-01,513.34
Prayer Attire & Equipment,2026-10-01,482.39
Prayer Attire & Equipment,2026-11-01,458.42
Printers & Scanners,2025-12-01,60079.65
Printers & Scanners,2026-01-01,92184.93
Printers & Scanners,2026-02-01,92347.08
Printers & Scanners,2026-03-01,64172.63
Printers & Scanners,2026-04-01,82198.21
Printers & Scanners,2026-05-01,526064.25
Printers & Scanners,2026-06-01,187936.68
Printers & Scanners,2026-07-01,95002.61
Printers & Scanners,2026-08-01,107347.19
Printers & Scanners,2026-09-01,167678.03
Printers & Scanners,2026-10-01,88316.19
Printers & Scanners,2026-11-01,105691.85
Projectors & Accessories,2025-12-01,34384.19
Projectors & Accessories,2026-01-01,113629.54
Projectors & Accessories,2026-02-01,140105.79
Projectors & Accessories,2026-03-01,86330.03
Projectors & Accessories,2026-04-01,26999.83
Projectors & Accessories,2026-05-01,0.0
Projectors & Accessories,2026-06-01,10313.68
Projectors & Accessories,2026-07-01,75897.55
Projectors & Accessories,2026-08-01,88488.75
Projectors & Accessories,2026-09-01,185931.02
Projectors & Accessories,2026-10-01,9803.43
Projectors & Accessories,2026-11-01,0.0
Remote Controls,2025-12-01,81358.79
Remote Controls,2026-01-01,68246.52
Remote Controls,2026-02-01,77682.07
Remote Controls,2026-03-01,126736.58
Remote Controls,2026-04-01,123350.22
Remote Controls,2026-05-01,103863.64
