category,forecast_date,predicted_sold_per_month
Remote Controls,2026-06-01,101348.67
Remote Controls,2026-07-01,107177.5
Remote Controls,2026-08-01,75316.5
Remote Controls,2026-09-01,0.0
Remote Controls,2026-10-01,129825.77
Remote Controls,2026-11-01,115551.49
Rings,2025-12-01,1125494106.12
Rings,2026-01-01,1115850085.17
Rings,2026-02-01,1099547024.75
Rings,2026-03-01,1079402651.01
Rings,2026-04-01,1057374881.98
Rings,2026-05-01,1034807836.34
Rings,2026-06-01,1012619162.08
Rings,2026-07-01,991288759.82
Rings,2026-08-01,971447111.57
Rings,2026-09-01,11887609265.58
Rings,2026-10-01,936810800.98
Rings,2026-11-01,922180750.49
Safety & Security,2025-12-01,1944212.93
Safety & Security,2026-01-01,2392785.05
Safety & Security,2026-02-01,2930163.09
Safety & Security,2026-03-01,3538242.18
Safety & Security,2026-04-01,4261775.52
Safety & Security,2026-05-01,5176392.5
Safety & Security,2026-06-01,6277406.67
Safety & Security,2026-07-01,7356227.44
Safety & Security,2026-08-01,9044631.24
Safety & Security,2026-09-01,10774799.31
Safety & Security,2026-10-01,13295741.53
Safety & Security,2026-11-01,15928840.63
Sandals & Flip Flops,2025-12-01,448655.38
Sandals & Flip Flops,2026-01-01,400185.29
Sandals & Flip Flops,2026-02-01,378024.51
Sandals & Flip Flops,2026-03-01,367008.27
Sandals & Flip Flops,2026-04-01,401387.54
Sandals & Flip Flops,2026-05-01,390876.65
Sandals & Flip Flops,2026-06-01,583779.52
Sandals & Flip Flops,2026-07-01,411733.88
Sandals & Flip Flops,2026-08-01,224290.33
Sandals & Flip Flops,2026-09-01,446314.77
Sandals & Flip Flops,2026-10-01,483600.46
Sandals & Flip Flops,2026-11-01,661522.9
Scarves & Shawls,2025-12-01,169118.46
Scarves & Shawls,2026-01-01,122817.13
Scarves & Shawls,2026-02-01,88580.45
Scarves & Shawls,2026-03-01,72823.71
Scarves & Shawls,2026-04-01,77027.38
Scarves & Shawls,2026-05-01,84690.26
Scarves & Shawls,2026-06-01,182180.21
Scarves & Shawls,2026-07-01,102647.99
Scarves & Shawls,2026-08-01,79199.33
Scarves & Shawls,2026-09-01,19081.35
Scarves & Shawls,2026-10-01,88697.15
Scarves & Shawls,2026-11-01,104469.9
School & Office Equipment,2025-12-01,9985250.15
School & Office Equipment,2026-01-01,7848278.63
School & Office Equipment,2026-02-01,7284878.47
School & Office Equipment,2026-03-01,7221330.15
School & Office Equipment,2026-04-01,7174769.09
School & Office Equipment,2026-05-01,7557187.57
School & Office Equipment,2026-06-01,8367714.28
School & Office Equipment,2026-07-01,8198799.74
School & Office Equipment,2026-08-01,9177051.19
School & Office Equipment,2026-09-01,18233028.01
School & Office Equipment,2026-10-01,8541179.63
School & Office Equipment,2026-11-01,9283863.22
Security Cameras & Systems,2025-12-01,114024.07
Security Cameras & Systems,2026-01-01,112198.54
Security Cameras & Systems,2026-02-01,108085.22
Security Cameras & Systems,2026-03-01,135262.57
Security Cameras & Systems,2026-04-01,155182.52
Security Cameras & Systems,2026-05-01,144803.32
Security Cameras & Systems,2026-06-01,149748.15
Security Cameras & Systems,2026-07-01,165478.39
Security Cameras & Systems,2026-08-01,159625.46
Security Cameras & Systems,2026-09-01,144588.57
Security Cameras & Systems,2026-10-01,143368.42
Security Cameras & Systems,2026-11-01,157925.07
Services,2025-12-01,0.0
Services,2026-01-01,0.0
Services,2026-02-01,0.0
Services,2026-03-01,0.0
Services,2026-04-01,0.0
Services,2026-05-01,0.0
Services,2026-06-01,0.0
Services,2026-07-01,0.0
Services,2026-08-01,0.0
Services,2026-09-01,0.0
Services,2026-10-01,0.0
Services,2026-11-01,0.0
Set & Couple Watches,2025-12-01,76546.02
Set & Couple Watches,2026-01-01,95413.14
Set & Couple Watches,2026-02-01,69431.23
Set & Couple Watches,2026-03-01,40267.07
Set & Couple Watches,2026-04-01,68062.89
Set & Couple Watches,2026-05-01,107995.46
Set & Couple Watches,2026-06-01,136391.89
Set & Couple Watches,2026-07-01,47366.23
Set & Couple Watches,2026-08-01,97726.64
Set & Couple Watches,2026-09-01,53367.81
Set & Couple Watches,2026-10-01,63347.47
Set & Couple Watches,2026-11-01,19412.46
Sets,2025-12-01,261764.62
Sets,2026-01-01,84227.73
Sets,2026-02-01,90768.07
Sets,2026-03-01,0.0
Sets,2026-04-01,121182.36
Sets,2026-05-01,315921.74
Sets,2026-06-01,873536.85
Sets,2026-07-01,36782.85
Sets,2026-08-01,7948.58
Sets,2026-09-01,0.0
Sets,2026-10-01,32269.17
Sets,2026-11-01,2846.81
Sexual Wellness,2025-12-01,143952.46
Sexual Wellness,2026-01-01,138225.4
Sexual Wellness,2026-02-01,122640.29
Sexual Wellness,2026-03-01,110127.24
Sexual Wellness,2026-04-01,140760.48
Sexual Wellness,2026-05-01,156093.94
Sexual Wellness,2026-06-01,245821.74
Sexual Wellness,2026-07-01,121382.8
Sexual Wellness,2026-08-01,133768.59
Sexual Wellness,2026-09-01,223144.91
Sexual Wellness,2026-10-01,440610.85
Sexual Wellness,2026-11-01,152752.47
Shoe Care & Accessories,2025-12-01,367802.96
Shoe Care & Accessories,2026-01-01,379651.99
Shoe Care & Accessories,2026-02-01,375613.35
Shoe Care & Accessories,2026-03-01,415992.54
Shoe Care & Accessories,2026-04-01,422938.46
Shoe Care & Accessories,2026-05-01,406791.13
Shoe Care & Accessories,2026-06-01,361078.29
Shoe Care & Accessories,2026-07-01,411184.09
Shoe Care & Accessories,2026-08-01,421334.22
Shoe Care & Accessories,2026-09-01,411167.29
Shoe Care & Accessories,2026-10-01,502617.39
Shoe Care & Accessories,2026-11-01,410223.82
Shopping,2025-12-01,1050.51
Shopping,2026-01-01,1068.61
Shopping,2026-02-01,1104.15
Shopping,2026-03-01,1154.93
Shopping,2026-04-01,1217.77
Shopping,2026-05-01,1289.36
Shopping,2026-06-01,1366.75
Shopping,2026-07-01,1447.6
Shopping,2026-08-01,1530.17
Shopping,2026-09-01,1613.17
Shopping,2026-10-01,1695.69
Shopping,2026-11-01,1777.1
Shorts,2025-12-01,1207379.94
Shorts,2026-01-01,1053952.0
Shorts,2026-02-01,737774.91
Shorts,2026-03-01,577194.8
Shorts,2026-04-01,917048.36
Shorts,2026-05-01,1953947.61
Shorts,2026-06-01,4280215.64
Shorts,2026-07-01,961332.34
Shorts,2026-08-01,888983.22
Shorts,2026-09-01,760555.54
Shorts,2026-10-01,756461.24
Shorts,2026-11-01,752916.12
Sim Cards,2025-12-01,224399.15
Sim Cards,2026-01-01,197103.72
Sim Cards,2026-02-01,174179.14
Sim Cards,2026-03-01,20123.14
Sim Cards,2026-04-01,64915.56
Sim Cards,2026-05-01,56093.5
Sim Cards,2026-06-01,1052570.14
Sim Cards,2026-07-01,53639.48
Sim Cards,2026-08-01,52068.46
Sim Cards,2026-09-01,0.0
Sim Cards,2026-10-01,0.0
Sim Cards,2026-11-01,0.0
Skincare,2025-12-01,15978970.77
Skincare,2026-01-01,15781835.47
Skincare,2026-02-01,16074337.43
Skincare,2026-03-01,20476386.14
Skincare,2026-04-01,20610347.61
Skincare,2026-05-01,19766727.45
Skincare,2026-06-01,20026192.21
Skincare,2026-07-01,20762486.25
Skincare,2026-08-01,20808285.6
Skincare,2026-09-01,20796522.74
Skincare,2026-10-01,21528092.63
Skincare,2026-11-01,22009636.77
Skirts,2025-12-01,87990.46
Skirts,2026-01-01,50534.62
Skirts,2026-02-01,53346.27
Skirts,2026-03-01,44679.27
Skirts,2026-04-01,96545.77
Skirts,2026-05-01,238573.84
Skirts,2026-06-01,223129.0
Skirts,2026-07-01,83925.01
Skirts,2026-08-01,77649.8
Skirts,2026-09-01,79357.98
Skirts,2026-10-01,101188.09
Skirts,2026-11-01,84616.26
Sleepwear,2025-12-01,3133.65
Sleepwear,2026-01-01,8479.47
Sleepwear,2026-02-01,7623.12
Sleepwear,2026-03-01,5777.69
Sleepwear,2026-04-01,3703.56
Sleepwear,2026-05-01,7009.78
Sleepwear,2026-06-01,10678.35
Sleepwear,2026-07-01,10157.73
Sleepwear,2026-08-01,6545.51
Sleepwear,2026-09-01,566.52
Sleepwear,2026-10-01,12099.0
Sleepwear,2026-11-01,12705.03
Sleepwear & Pajamas,2025-12-01,402588.43
Sleepwear & Pajamas,2026-01-01,326889.27
Sleepwear & Pajamas,2026-02-01,319648.75
Sleepwear & Pajamas,2026-03-01,259666.12
Sleepwear & Pajamas,2026-04-01,276022.24
Sleepwear & Pajamas,2026-05-01,632892.85
Sleepwear & Pajamas,2026-06-01,1097998.13
Sleepwear & Pajamas,2026-07-01,324622.47
Sleepwear & Pajamas,2026-08-01,294041.48
Sleepwear & Pajamas,2026-09-01,284870.32
Sleepwear & Pajamas,2026-10-01,297807.57
Sleepwear & Pajamas,2026-11-01,317895.61
Slip Ons & Mules,2025-12-01,57668.98
Slip Ons & Mules,2026-01-01,34615.12
Slip Ons & Mules,2026-02-01,31935.0
Slip Ons & Mules,2026-03-01,28264.76
Slip Ons & Mules,2026-04-01,34982.63
Slip Ons & Mules,2026-05-01,29989.25
Slip Ons & Mules,2026-06-01,49681.13
Slip Ons & Mules,2026-07-01,41482.12
Slip Ons & Mules,2026-08-01,43970.06
Slip Ons & Mules,2026-09-01,31599.63
Slip Ons & Mules,2026-10-01,5790.48
Slip Ons & Mules,2026-11-01,43045.49
Small Household Appliances,2025-12-01,225334.3
Small Household Appliances,2026-01-01,246464.41
Small Household Appliances,2026-02-01,258397.18
Small Household Appliances,2026-03-01,312171.56
Small Household Appliances,2026-04-01,306338.15
Small Household Appliances,2026-05-01,341835.29
Small Household Appliances,2026-06-01,329474.5
Small Household Appliances,2026-07-01,308591.16
Small Household Appliances,2026-08-01,193513.67
Small Household Appliances,2026-09-01,268192.55
Small Household Appliances,2026-10-01,215782.51
Small Household Appliances,2026-11-01,292668.95
Snacks,2025-12-01,1222934.72
Snacks,2026-01-01,1002744.54
Snacks,2026-02-01,980960.68
Snacks,2026-03-01,450488.43
Snacks,2026-04-01,772047.71
Snacks,2026-05-01,1072399.95
Snacks,2026-06-01,2465909.47
Snacks,2026-07-01,618292.24
Snacks,2026-08-01,339564.35
Snacks,2026-09-01,82411.96
Snacks,2026-10-01,597738.24
Snacks,2026-11-01,244600.78
Sneakers,2025-12-01,466610.71
Sneakers,2026-01-01,192537.81
Sneakers,2026-02-01,48291.37
Sneakers,2026-03-01,5853.1
Sneakers,2026-04-01,33216.67
Sneakers,2026-05-01,238611.6
Sneakers,2026-06-01,759235.84
Sneakers,2026-07-01,98227.94
Sneakers,2026-08-01,93561.54
Sneakers,2026-09-01,755.87
Sneakers,2026-10-01,21257.13
Sneakers,2026-11-01,41944.88
Socks,2025-12-01,478196.69
Socks,2026-01-01,523458.55
Socks,2026-02-01,626511.53
Socks,2026-03-01,974439.18
Socks,2026-04-01,955512.82
Socks,2026-05-01,868011.55
Socks,2026-06-01,621842.59
Socks,2026-07-01,810897.16
Socks,2026-08-01,613835.85
Socks,2026-09-01,0.0
Socks,2026-10-01,990828.86
Socks,2026-11-01,1053399.51
Socks & Stockings,2025-12-01,343413.66
Socks & Stockings,2026-01-01,0.0
Socks & Stockings,2026-02-01,204060.85
Socks & Stockings,2026-03-01,12438.0
Socks & Stockings,2026-04-01,189073.9
Socks & Stockings,2026-05-01,314091.46
Socks & Stockings,2026-06-01,660078.93
Socks & Stockings,2026-07-01,356414.05
Socks & Stockings,2026-08-01,166874.1
Socks & Stockings,2026-09-01,996004.98
Socks & Stockings,2026-10-01,72622.31
Socks & Stockings,2026-11-01,0.0
Softwares,2025-12-01,0.0
Softwares,2026-01-01,0.0
Softwares,2026-02-01,1893.49
Softwares,2026-03-01,0.0
Softwares,2026-04-01,0.0
Softwares,2026-05-01,0.0
Softwares,2026-06-01,0.0
Softwares,2026-07-01,0.0
Softwares,2026-08-01,646.54
Softwares,2026-09-01,2111.39
Softwares,2026-10-01,434.78
Softwares,2026-11-01,0.0
Souvenirs,2025-12-01,1588209.13
Souvenirs,2026-01-01,1514336.08
Souvenirs,2026-02-01,1417416.89
Souvenirs,2026-03-01,1510996.24
Souvenirs,2026-04-01,1500952.67
Souvenirs,2026-05-01,1825509.95
Souvenirs,2026-06-01,1864119.26
Souvenirs,2026-07-01,1441729.84
Souvenirs,2026-08-01,1466735.86
Souvenirs,2026-09-01,1638014.93
Souvenirs,2026-10-01,1474954.15
Souvenirs,2026-11-01,1616374.91
Sports & Outdoor Accessories,2025-12-01,10645866.5
Sports & Outdoor Accessories,2026-01-01,11979053.39
Sports & Outdoor Accessories,2026-02-01,12418920.2
Sports & Outdoor Accessories,2026-03-01,13625617.09
Sports & Outdoor Accessories,2026-04-01,11775813.7
Sports & Outdoor Accessories,2026-05-01,11021745.25
Sports & Outdoor Accessories,2026-06-01,8807839.52
Sports & Outdoor Accessories,2026-07-01,9714181.98
Sports & Outdoor Accessories,2026-08-01,6103957.59
Sports & Outdoor Accessories,2026-09-01,442101.3
Sports & Outdoor Accessories,2026-10-01,12464487.0
Sports & Outdoor Accessories,2026-11-01,11068404.24
Sports & Outdoor Apparels,2025-12-01,681770.3
Sports & Outdoor Apparels,2026-01-01,573041.25
Sports & Outdoor Apparels,2026-02-01,668702.34
Sports & Outdoor Apparels,2026-03-01,620818.32
Sports & Outdoor Apparels,2026-04-01,1137625.11
Sports & Outdoor Apparels,2026-05-01,1336447.06
Sports & Outdoor Apparels,2026-06-01,1808712.34
Sports & Outdoor Apparels,2026-07-01,704739.5
Sports & Outdoor Apparels,2026-08-01,896869.02
Sports & Outdoor Apparels,2026-09-01,1985602.93
Sports & Outdoor Apparels,2026-10-01,786229.55
Sports & Outdoor Apparels,2026-11-01,747636.0
Sports & Outdoor Recreation Equipments,2025-12-01,4372596.65
Sports & Outdoor Recreation Equipments,2026-01-01,3361464.82
Sports & Outdoor Recreation Equipments,2026-02-01,2752236.1
Sports & Outdoor Recreation Equipments,2026-03-01,14514099.86
Sports & Outdoor Recreation Equipments,2026-04-01,18843840.16
Sports & Outdoor Recreation Equipments,2026-05-01,20306819.44
Sports & Outdoor Recreation Equipments,2026-06-01,22580637.49
Sports & Outdoor Recreation Equipments,2026-07-01,17868560.03
Sports & Outdoor Recreation Equipments,2026-08-01,219285494.42
Sports & Outdoor Recreation Equipments,2026-09-01,60720929.14
Sports & Outdoor Recreation Equipments,2026-10-01,11653280.92
Sports & Outdoor Recreation Equipments,2026-11-01,13036613.52
Sports Footwear,2025-12-01,38464.98
Sports Footwear,2026-01-01,48460.09
Sports Footwear,2026-02-01,51301.16
Sports Footwear,2026-03-01,45643.41
Sports Footwear,2026-04-01,36768.23
Sports Footwear,2026-05-01,39089.97
Sports Footwear,2026-06-01,73842.56
Sports Footwear,2026-07-01,65504.21
Sports Footwear,2026-08-01,55703.12
Sports Footwear,2026-09-01,0.0
Sports Footwear,2026-10-01,28121.42
Sports Footwear,2026-11-01,85696.04
Suits,2025-12-01,26916.65
Suits,2026-01-01,19709.91
Suits,2026-02-01,28397.32
Suits,2026-03-01,32318.68
Suits,2026-04-01,40775.68
Suits,2026-05-01,29542.73
Suits,2026-06-01,37394.18
Suits,2026-07-01,30527.46
Suits,2026-08-01,49010.25
Suits,2026-09-01,37492.14
Suits,2026-10-01,57642.84
Suits,2026-11-01,28775.16
Sweaters & Cardigans,2025-12-01,65743.16
Sweaters & Cardigans,2026-01-01,29743.9
Sweaters & Cardigans,2026-02-01,34616.92
Sweaters & Cardigans,2026-03-01,8725.53
Sweaters & Cardigans,2026-04-01,18318.98
Sweaters & Cardigans,2026-05-01,14980.86
Sweaters & Cardigans,2026-06-01,256336.4
Sweaters & Cardigans,2026-07-01,14251.22
Sweaters & Cardigans,2026-08-01,0.0
Sweaters & Cardigans,2026-09-01,1738.01
Sweaters & Cardigans,2026-10-01,7936.96
Sweaters & Cardigans,2026-11-01,16042.5
TVs & Accessories,2025-12-01,8790.42
TVs & Accessories,2026-01-01,26684.17
TVs & Accessories,2026-02-01,23717.62
TVs & Accessories,2026-03-01,25941.17
TVs & Accessories,2026-04-01,38984.58
TVs & Accessories,2026-05-01,42281.16
TVs & Accessories,2026-06-01,76391.44
TVs & Accessories,2026-07-01,46638.79
TVs & Accessories,2026-08-01,70685.99
TVs & Accessories,2026-09-01,151455.95
TVs & Accessories,2026-10-01,70259.8
TVs & Accessories,2026-11-01,35857.31
Tablets,2025-12-01,0.0
Tablets,2026-01-01,0.0
Tablets,2026-02-01,0.0
Tablets,2026-03-01,0.0
Tablets,2026-04-01,0.0
Tablets,2026-05-01,0.0
Tablets,2026-06-01,0.0
Tablets,2026-07-01,0.0
Tablets,2026-08-01,0.0
Tablets,2026-09-01,0.0
Tablets,2026-10-01,0.0
Tablets,2026-11-01,0.0
Telco,2025-12-01,0.0
Telco,2026-01-01,0.0
Telco,2026-02-01,0.0
Telco,2026-03-01,0.0
Telco,2026-04-01,0.0
Telco,2026-05-01,0.0
Telco,2026-06-01,0.0
Telco,2026-07-01,0.0
Telco,2026-08-01,0.0
Telco,2026-09-01,0.0
Telco,2026-10-01,0.0
Telco,2026-11-01,0.0
Tools & Home Improvement,2025-12-01,21748113.71
Tools & Home Improvement,2026-01-01,82776616.56
Tools & Home Improvement,2026-02-01,0.0
Tools & Home Improvement,2026-03-01,131182860.95
Tools & Home Improvement,2026-04-01,0.0
Tools & Home Improvement,2026-05-01,234519764.11
Tools & Home Improvement,2026-06-01,0.0
Tools & Home Improvement,2026-07-01,469592319.47
Tools & Home Improvement,2026-08-01,0.0
Tools & Home Improvement,2026-09-01,1046506667.89
Tools & Home Improvement,2026-10-01,0.0
Tools & Home Improvement,2026-11-01,2270248993.91
Top,2025-12-01,157855.19
Top,2026-01-01,107369.63
Top,2026-02-01,104817.19
Top,2026-03-01,117358.57
Top,2026-04-01,106445.1
Top,2026-05-01,117154.7
Top,2026-06-01,155971.32
Top,2026-07-01,121936.27
Top,2026-08-01,110778.56
Top,2026-09-01,142137.55
Top,2026-10-01,134602.95
Top,2026-11-01,149699.37
Tops,2025-12-01,3755360.53
Tops,2026-01-01,2485554.99
Tops,2026-02-01,2190655.89
Tops,2026-03-01,1077879.43
Tops,2026-04-01,2394580.43
Tops,2026-05-01,5064471.59
Tops,2026-06-01,7914196.25
Tops,2026-07-01,2151867.48
Tops,2026-08-01,2040476.9
Tops,2026-09-01,1715664.23
Tops,2026-10-01,1586534.33
Tops,2026-11-01,1177337.28
Tote Bags,2025-12-01,2984113.96
Tote Bags,2026-01-01,2758925.69
Tote Bags,2026-02-01,2843959.91
Tote Bags,2026-03-01,2808254.14
Tote Bags,2026-04-01,2931933.71
Tote Bags,2026-05-01,3048445.77
Tote Bags,2026-06-01,3771431.92
Tote Bags,2026-07-01,2985697.31
Tote Bags,2026-08-01,3002390.54
Tote Bags,2026-09-01,3000718.29
Tote Bags,2026-10-01,3038347.58
Tote Bags,2026-11-01,3162459.87
Toys,2025-12-01,62070539.59
Toys,2026-01-01,154263355.09
Toys,2026-02-01,394180354.59
Toys,2026-03-01,1009329212.61
Toys,2026-04-01,2593643068.62
Toys,2026-05-01,6666982217.66
Toys,2026-06-01,17143411405.05
Toys,2026-07-01,44077800045.56
Toys,2026-08-01,113350556496.64
Toys,2026-09-01,291501998444.97
Toys,2026-10-01,749636714164.79
Toys,2026-11-01,1927826296252.6
Toys & Games,2025-12-01,219020.12
Toys & Games,2026-01-01,220279.26
Toys & Games,2026-02-01,227125.52
Toys & Games,2026-03-01,250658.51
Toys & Games,2026-04-01,252993.92
Toys & Games,2026-05-01,242070.3
Toys & Games,2026-06-01,239879.71
Toys & Games,2026-07-01,265240.08
Toys & Games,2026-08-01,277996.6
Toys & Games,2026-09-01,354350.27
Toys & Games,2026-10-01,368855.84
Toys & Games,2026-11-01,308879.31
Traditional Wear,2025-12-01,27786.8
Traditional Wear,2026-01-01,9900.79
Traditional Wear,2026-02-01,5399.24
Traditional Wear,2026-03-01,0.0
Traditional Wear,2026-04-01,9123.69
Traditional Wear,2026-05-01,23833.4
Traditional Wear,2026-06-01,111475.1
Traditional Wear,2026-07-01,0.0
Traditional Wear,2026-08-01,6268.18
Traditional Wear,2026-09-01,0.0
Traditional Wear,2026-10-01,0.0
Traditional Wear,2026-11-01,0.0
Travel Accessories,2025-12-01,4214583.92
Travel Accessories,2026-01-01,4315750.87
Travel Accessories,2026-02-01,4378905.27
Travel Accessories,2026-03-01,4826752.77
Travel Accessories,2026-04-01,5250097.26
Travel Accessories,2026-05-01,5251544.49
Travel Accessories,2026-06-01,5263713.67
Travel Accessories,2026-07-01,5322599.51
Travel Accessories,2026-08-01,5404689.01
Travel Accessories,2026-09-01,5806305.56
Travel Accessories,2026-10-01,6611995.49
Travel Accessories,2026-11-01,6573684.82
Travel Bags,2025-12-01,767952.4
Travel Bags,2026-01-01,639248.68
Travel Bags,2026-02-01,632482.99
Travel Bags,2026-03-01,602089.28
Travel Bags,2026-04-01,642120.42
Travel Bags,2026-05-01,684473.83
Travel Bags,2026-06-01,878536.0
Travel Bags,2026-07-01,639762.37
Travel Bags,2026-08-01,649276.88
Travel Bags,2026-09-01,723796.64
Travel Bags,2026-10-01,704654.41
Travel Bags,2026-11-01,818674.98
Utilities,2025-12-01,0.0
Utilities,2026-01-01,0.0
Utilities,2026-02-01,0.0
Utilities,2026-03-01,0.0
Utilities,2026-04-01,0.0
Utilities,2026-05-01,0.0
Utilities,2026-06-01,0.0
Utilities,2026-07-01,0.0
Utilities,2026-08-01,0.0
Utilities,2026-09-01,0.0
Utilities,2026-10-01,0.0
Utilities,2026-11-01,0.0
Video Games,2025-12-01,0.0
Video Games,2026-01-01,0.0
Video Games,2026-02-01,0.0
Video Games,2026-03-01,0.0
Video Games,2026-04-01,0.0
Video Games,2026-05-01,0.0
Video Games,2026-06-01,572899.37
Video Games,2026-07-01,0.0
Video Games,2026-08-01,0.0
Video Games,2026-09-01,0.0
Video Games,2026-10-01,0.0
Video Games,2026-11-01,0.0
Waist Bags & Chest Bags,2025-12-01,190665.59
Waist Bags & Chest Bags,2026-01-01,201094.65
Waist Bags & Chest Bags,2026-02-01,192698.35
Waist Bags & Chest Bags,2026-03-01,179870.44
Waist Bags & Chest Bags,2026-04-01,243672.46
Waist Bags & Chest Bags,2026-05-01,232896.99
Waist Bags & Chest Bags,2026-06-01,214464.28
Waist Bags & Chest Bags,2026-07-01,227651.42
Waist Bags & Chest Bags,2026-08-01,228070.23
Waist Bags & Chest Bags,2026-09-01,153848.34
Waist Bags & Chest Bags,2026-10-01,209664.14
Waist Bags & Chest Bags,2026-11-01,247077.83
Walkie Talkies,2025-12-01,3420.83
Walkie Talkies,2026-01-01,3811.92
Walkie Talkies,2026-02-01,22136.6
Walkie Talkies,2026-03-01,8752.64
Walkie Talkies,2026-04-01,3887.36
Walkie Talkies,2026-05-01,20472.38
Walkie Talkies,2026-06-01,11679.22
Walkie Talkies,2026-07-01,3846.38
Walkie Talkies,2026-08-01,3725.37
Walkie Talkies,2026-09-01,3122.99
Walkie Talkies,2026-10-01,3797.92
Walkie Talkies,2026-11-01,13552.12
Wallets,2025-12-01,2794790.09
Wallets,2026-01-01,2269512.82
Wallets,2026-02-01,2138591.54
Wallets,2026-03-01,2026646.33
Wallets,2026-04-01,2119237.63
Wallets,2026-05-01,2291710.69
Wallets,2026-06-01,2653691.88
Wallets,2026-07-01,2204067.94
Wallets,2026-08-01,2232218.69
Wallets,2026-09-01,3532624.75
Wallets,2026-10-01,2346410.52
Wallets,2026-11-01,2506289.78
Watches Accessories,2025-12-01,29849.29
Watches Accessories,2026-01-01,23450.9
Watches Accessories,2026-02-01,22472.98
Watches Accessories,2026-03-01,20955.39
Watches Accessories,2026-04-01,15830.3
Watches Accessories,2026-05-01,54778.57
Watches Accessories,2026-06-01,38846.22
Watches Accessories,2026-07-01,23610.48
Watches Accessories,2026-08-01,22508.28
Watches Accessories,2026-09-01,112754.87
Watches Accessories,2026-10-01,21805.15
Watches Accessories,2026-11-01,38019.65
Wearable Devices,2025-12-01,73472.23
Wearable Devices,2026-01-01,41829.97
Wearable Devices,2026-02-01,44800.06
Wearable Devices,2026-03-01,91305.44
Wearable Devices,2026-04-01,127082.21
Wearable Devices,2026-05-01,114677.21
Wearable Devices,2026-06-01,140051.46
Wearable Devices,2026-07-01,119793.6
Wearable Devices,2026-08-01,131641.99
Wearable Devices,2026-09-01,152061.32
Wearable Devices,2026-10-01,107667.91
Wearable Devices,2026-11-01,120625.43
Wedding Dresses,2025-12-01,0.0
Wedding Dresses,2026-01-01,0.0
Wedding Dresses,2026-02-01,0.0
Wedding Dresses,2026-03-01,0.0
Wedding Dresses,2026-04-01,0.0
Wedding Dresses,2026-05-01,1163.58
Wedding Dresses,2026-06-01,34924.85
Wedding Dresses,2026-07-01,0.0
Wedding Dresses,2026-08-01,0.0
Wedding Dresses,2026-09-01,0.0
Wedding Dresses,2026-10-01,0.0
Wedding Dresses,2026-11-01,0.0
Wedges,2025-12-01,221007.37
Wedges,2026-01-01,189767.65
Wedges,2026-02-01,126418.38
Wedges,2026-03-01,82983.37
Wedges,2026-04-01,140941.26
Wedges,2026-05-01,160555.53
Wedges,2026-06-01,288997.19
Wedges,2026-07-01,159719.55
Wedges,2026-08-01,159720.4
Wedges,2026-09-01,131834.73
Wedges,2026-10-01,145320.59
Wedges,2026-11-01,91872.22
Women Muslim Wear,2025-12-01,5465.72
Women Muslim Wear,2026-01-01,5804.53
Women Muslim Wear,2026-02-01,6627.11
Women Muslim Wear,2026-03-01,6592.44
Women Muslim Wear,2026-04-01,7560.47
Women Muslim Wear,2026-05-01,6705.25
Women Muslim Wear,2026-06-01,6738.3
Women Muslim Wear,2026-07-01,6246.74
Women Muslim Wear,2026-08-01,4977.26
Women Muslim Wear,2026-09-01,10563.44
Women Muslim Wear,2026-10-01,8730.34
Women Muslim Wear,2026-11-01,9114.24
Women Watches,2025-12-01,385063.26
Women Watches,2026-01-01,303123.43
Women Watches,2026-02-01,253252.9
Women Watches,2026-03-01,272935.71
Women Watches,2026-04-01,240539.46
Women Watches,2026-05-01,218665.19
Women Watches,2026-06-01,214268.86
Women Watches,2026-07-01,143651.0
Women Watches,2026-08-01,134837.5
Women Watches,2026-09-01,319078.19
Women Watches,2026-10-01,124935.25
Women Watches,2026-11-01,182859.64
Writing & Correction,2025-12-01,4711788.47
Writing & Correction,2026-01-01,3220459.89
Writing & Correction,2026-02-01,4392285.08
Writing & Correction,2026-03-01,4719634.17
Writing & Correction,2026-04-01,4194997.88
Writing & Correction,2026-05-01,5564538.07
Writing & Correction,2026-06-01,7744746.04
Writing & Correction,2026-07-01,7322191.63
Writing & Correction,2026-08-01,6003865.47
Writing & Correction,2026-09-01,15479596.19
Writing & Correction,2026-10-01,5186008.91
Writing & Correction,2026-11-01,3402656.3
